"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N","HasSafetyRec","ReportType","OriginalPublishDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","EventID","Latitude","Longitude","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","ReportStatus","RepGenFlag","DocketUrl","DocketPublishDate",
"DCA13WA143","INC","87909","2013-08-23T18:13:00Z","Gatwick","","United Kingdom","","G-FCLK","FALSE","None","2020-11-03T05:00:00Z","None","0","0","0","","","0","0","BOEING","757","AIR","","","FALSE","","SCHD","","NUSC","None","","THOMAS COOK AIRLINES UK LIMITED","N/A","FALSE","","",
"DCA13WA173","INC","88850","2013-08-22T10:50:00Z","Las Palmas","","Spain","","G-FDZG","FALSE","None","","None","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","","","","","None","","","N/A","FALSE","","",
"DCA13WA169","INC","88397","2013-08-02T07:17:00Z","Leeds","","United Kingdom","","G-CELF","FALSE","None","","None","0","0","0","","","53.865833","-1.660555","BOEING","737 - 377","AIR","","","FALSE","2","SCHD","","NUSC","None","","Jet2.com","N/A","FALSE","","",
"ENG13WA035","INC","87828","2013-07-31T19:22:00Z","","","China","","VQ-BGZ","FALSE","None","2020-11-03T05:00:00Z","None","0","0","0","","","0","0","BOEING","747","AIR","","","FALSE","","SCHD","","NUSC","None","","Air Bridge Cargo Airlines","N/A","FALSE","","",
"DCA13WA134","ACC","87781","2013-07-31T14:35:00Z","Batopilas","","Mexico","","N173AT","FALSE","None","","Serious","0","1","14","","","27.02","-107.53778","BOEING","737","AIR","","","FALSE","","SCHD","","121","None","","AIRTRAN AIRWAYS INC","N/A","FALSE","","",
"DCA13WA135","ACC","87808","2013-07-31T12:30:00Z","Surat Thani","","Thailand","","HS-BRA","FALSE","None","","None","0","0","0","","","9.141111","99.147781","BOEING","737","AIR","","","FALSE","","SCHD","","NUSC","Substantial","","Orient Thai Airlines","N/A","FALSE","","",
"DCA13FA131","ACC","87548","2013-07-22T18:00:00Z","Flushing","New York","United States","","N753SW","FALSE","DirectorBrief","2015-07-22T04:00:00Z","Minor","0","0","8","The captain's attempt to recover from an unstabilized approach by transferring airplane control at low altitude instead of performing a go-around. Contributing to the accident was the captain's failure to comply with standard operating procedures.","","40.777221","-73.872497","BOEING","737 7H4","AIR","LGA","LA GUARDIA","FALSE","2","SCHD","","121","Substantial","VMC","SOUTHWEST AIRLINES CO","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=87548","10/28/2014 12:57:00 PM",
"ENG13WA039","INC","88081","2013-07-21T04:00:00Z","Moscow","","Russia","","AP-BHV","FALSE","None","2020-11-03T05:00:00Z","None","0","0","0","","","0","0","BOEING","777 - 340ER","AIR","SVO","Moscow Sheremetyevo Intern","FALSE","2","SCHD","","","None","","PAKISTAN INTERNATIONAL AIRLINES COR","N/A","FALSE","","",
"DCA14WA108","ACC","89369","2013-07-18T04:00:00Z","Perugia","","Italy","","EI-DWF","FALSE","None","2020-11-03T05:00:00Z","Serious","0","1","0","","","0","0","BOEING","737-800","AIR","","","FALSE","","","","","None","","","N/A","FALSE","","",
"ERA13CA324","ACC","87507","2013-07-17T19:15:00Z","Woodruff","South Carolina","United States","","N5815V","FALSE","DirectorBrief","2013-09-05T04:00:00Z","Minor","0","0","2","The pilot’s decision to initiate a stall maneuver at a low altitude, which resulted in an uncontrolled descent and inadvertent collision with trees and terrain.","","34.67139","-82.000831","BOEING","B75N1","AIR","SC00","Triple Tree Airport","FALSE","1","","PERS","091","Substantial","VMC","CUMULUS HOLDINGS LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=87507","8/22/2013 12:57:00 PM",
"WPR13CA325","ACC","87473","2013-07-14T10:30:00Z","Bozeman","Montana","United States","","N5176N","FALSE","DirectorBrief","2013-09-12T04:00:00Z","None","0","0","0","The pilot’s failure to maintain adequate airspeed during a turn, which resulted in a loss of lift and collision with terrain.","","45.7775","-111.151947","BOEING","E75","AIR","BZM","Bozeman Yellowstone","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=87473","9/10/2013 6:17:00 PM",
"DCA13CA128","ACC","87472","2013-07-12T06:38:00Z","Atlanta","Georgia","United States","","N863DA","FALSE","DirectorBrief","2015-09-01T04:00:00Z","Serious","0","1","0","Unexpected encounter with convective turbulence while the flight attendants were preparing the cabin for arrival.","","33.909999","-84.083053","BOEING","777-232","AIR","","","FALSE","2","SCHD","","121","None","VMC","DELTA AIR LINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=87472","9/1/2015 6:38:00 PM",
"DCA13RA127","ACC","87471","2013-07-12T04:00:00Z","London","","United Kingdom","","ET-AOP","FALSE","None","","None","0","0","0","","","0","0","BOEING","787","AIR","","","FALSE","","","","","Substantial","","","N/A","FALSE","","",
"DCA13MA120","ACC","87395","2013-07-06T12:28:00Z","San Francisco","California","United States","AAR1401","HL7742","TRUE","Report","2015-02-03T05:00:00Z","Fatal","3","50","137","The  flight  crew's  mismanagement  of  the  airplane's  descent  during  the  visual approach, the pilot flying's unintended deactivation of automatic airspeed control, the flight crew's inadequate monitoring of airspeed, and the flight crew's delayed execution of a go-around after  they  became  aware  that  the  airplane  was  below  acceptable  glidepath  and  airspeed tolerances.  Contributing  to  the  accident  were  (1)  the  complexities  of  the  autothrottle  and autopilot flight director systems that were inadequately described in Boeing's documentation and Asiana's pilot training, which increased the likelihood of mode error; (2) the flight crew's nonstandard communication and coordination regarding the use of the autothrottle and autopilot flight director systems; (3) the pilot flying's inadequate training on the planning and executing of visual approaches; (4) the pilot monitoring/instructor pilot's inadequate supervision of the pilot flying; and (5) flight crew fatigue, which likely degraded their performance.","","37.613334","-122.363891","BOEING","777-200ER","AIR","SFO","San Francisco International","FALSE","2","SCHD","","129","Destroyed","VMC","Asiana Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=87395","12/11/2013 1:30:00 PM",
"WPR13CA324","ACC","87465","2013-07-04T14:00:00Z","Canby","Oregon","United States","","N62465","FALSE","DirectorBrief","2013-09-05T04:00:00Z","None","0","0","0","The pilot's failure to maintain directional control during the landing rollout in gusting wind conditions.","","45.255554","-122.650833","BOEING","A75N1(PT17)","AIR","OR40","Dietz Airpark","FALSE","1","","PERS","091","Substantial","VMC","HAGGBLOM ROBERT L","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=87465","8/14/2013 3:27:00 PM",
"ENG13IA033","INC","87474","2013-07-02T04:00:00Z","Ugolny Airport","","Russia","","HL8275","FALSE","DirectorBrief","2014-05-14T04:00:00Z","None","0","0","0","The failure of the transfer gearbox resulting from the fracture and separation of the radial gearshaft from fatigue cracking as a result of a combination of high residual tensile stresses produced by local decarburization during the manufacturing process coupled with the normal operating stresses.","","60.071109","-178.67611","BOEING","777","AIR","","","FALSE","2","SCHD","","129","None","Unknown","KOREAN AIR LINES COMPANY LTD","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=87474","5/13/2014 9:13:00 PM",
"CEN13FA274","ACC","86879","2013-06-22T13:47:00Z","Dayton","Ohio","United States","","N450JW","FALSE","DirectorBrief","2014-10-09T04:00:00Z","Fatal","2","0","0","The pilot's controlled flight into terrain. Contributing to the accident was the pilot's modified airshow maneuver, which placed the airplane at low altitude and airspeed and out of position within the performance area.","","39.907222","-84.217224","BOEING-STEARMAN","IB75A","AIR","KDAY","Dayton International","FALSE","1","","ASHO","091","Destroyed","VMC","Jane Wicker Airshow","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=86879","10/3/2014 5:09:00 PM",
"DCA13WA109","INC","87220","2013-06-15T05:20:00Z","Thessaloniki","","Greece","","SU-BPZ","FALSE","None","2020-11-03T05:00:00Z","None","0","0","0","","","0","0","BOEING","737-800","AIR","LGTS","Thessaloniki International","FALSE","","","","","None","","ASTRA AIRLINES","N/A","FALSE","","",
"DCA13WA107","INC","87198","2013-06-10T10:30:00Z","Sydney","","Australia","","VH-VUX","FALSE","None","2020-11-03T05:00:00Z","None","0","0","0","","","0","0","BOEING","737-800","AIR","","Sydney","FALSE","","","","","None","","","N/A","FALSE","","",
"DCA13WA104","INC","87194","2013-06-09T08:10:00Z","London","","United Kingdom","","G-CIVA","FALSE","None","2020-11-03T05:00:00Z","None","0","0","0","","","0","0","BOEING","747-400","AIR","EGLL","London, Heathrow","FALSE","","","","","","","","N/A","FALSE","","",
"DCA13WA103","INC","87193","2013-05-31T04:00:00Z","Eindhoven","","Netherlands","","EI-ENL","FALSE","None","2020-11-03T05:00:00Z","None","0","0","0","","","0","0","BOEING","737-800","AIR","","","FALSE","","","","","None","","","N/A","FALSE","","",
"ENG13WA030","INC","87004","2013-05-25T09:10:00Z","Moscow","","Russia","","EI-UNW","FALSE","None","2020-11-03T05:00:00Z","None","0","0","0","","","0","0","BOEING","777","AIR","UUEE","Sheremetyevo-Moscow","FALSE","","SCHD","","129","None","","Transaero","N/A","FALSE","","",
"ENG13IA027","INC","86978","2013-05-19T14:10:00Z","Atlanta","Georgia","United States","","B18701","FALSE","DirectorBrief","2014-08-06T04:00:00Z","None","0","0","0","Failure of the right inboard foreflap outboard fitting due to fatigue and bearing anomalies on the sequence carriages which resulted in the partial separation of the right inboard foreflap. Contributing to the incident was the failure of maintenance personnel to detect the fatigue cracking and bearing anomalies during dedicated inspections.","","33.640834","-84.42778","BOEING","747","AIR","ATL","HARTSFIELD - JACKSON ATLANTA I","FALSE","4","SCHD","","129","Minor","VMC","China Airlines Ltd.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=86978","8/6/2014 11:06:00 AM",
"WPR13IA226","INC","86861","2013-05-10T10:07:00Z","Phoenix","Arizona","United States","","N913WN","FALSE","DirectorBrief","2014-07-30T04:00:00Z","None","0","0","0","The failure of the tug operator and wing walker to adequately monitor the environment during pushback of the airplane from the gate in preparation for flight, which led to the collision of the airplane with an adjacently parked airplane.","","33.433887","-112.006942","BOEING","737-7H4","AIR","PHX","Phoenix Sky Harbor Int'l","FALSE","2","SCHD","","121","Minor","VMC","SOUTHWEST AIRLINES CO","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=86861","6/2/2014 9:02:00 PM",
"DCA13MA081","ACC","86758","2013-04-29T04:00:00Z","Bagram","","Afghanistan","AAR1501","N949CA","TRUE","Report","2015-08-26T04:00:00Z","Fatal","7","0","0","National Airlines' inadequate procedures for restraining special cargo loads, which resulted in the loadmaster's improper restraint of the cargo, which moved aft and damaged hydraulic systems Nos. 1 and 2 and horizontal stabilizer drive mechanism components, rendering the airplane uncontrollable. Contributing to the accident was the Federal Aviation Administration's inadequate oversight of National Airlines' handling of special cargo loads.","","34.946388","69.264999","BOEING","747-400 BCF","AIR","OAIX","Bagram Air Base","FALSE","4","NSCH","","121","Destroyed","VMC","National Air Cargo","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=86758","2/3/2015 5:09:00 PM",
"ENG13WA024","INC","86820","2013-04-28T13:00:00Z","Jeddah, Saudi Arabia","","Saudi Arabia","","HZ-AK16","FALSE","None","2020-11-03T05:00:00Z","None","0","0","0","","","0","0","BOEING","777","AIR","JED","King Abdulaziz International","FALSE","2","SCHD","","NUSC","Minor","","Saudi Arabian Airlines","N/A","FALSE","","",
"DCA13WA080","INC","86708","2013-04-22T12:45:00Z","Melbourne","","Australia","","N119UA","FALSE","None","2020-11-03T05:00:00Z","None","0","0","0","","","0","0","BOEING","747-400","AIR","","","FALSE","4","","","","Minor","","","N/A","FALSE","","",
"WPR13LA212","ACC","86774","2013-04-20T11:27:00Z","Santa Rosa","California","United States","","N985SS","FALSE","DirectorBrief","2013-08-13T04:00:00Z","None","0","0","0","The partial loss of engine power due to fuel contamination and partially blocked fuel screens.","","38.508888","-122.812774","BOEING","A75N1","AIR","","","FALSE","1","","PERS","091","Substantial","VMC","BELL PATRICK C","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=86774","6/14/2013 5:51:00 PM",
"DCA13WA092","ACC","86933","2013-04-16T04:00:00Z","Madrid","","Spain","","XA-TOJ","FALSE","None","2020-11-03T05:00:00Z","None","0","0","0","","","0","0","BOEING","767","AIR","","","FALSE","2","SCHD","","NUSC","Substantial","","Aero Mexico","N/A","FALSE","","",
"DCA13WA072","INC","86632","2013-04-05T04:00:00Z","Guatemala City","","Guatemala","","N279AD","FALSE","None","2020-11-03T05:00:00Z","None","0","0","0","","","0","0","BOEING","B737","AIR","","","FALSE","","SCHD","","129","Minor","","","N/A","FALSE","","",
"DCA13WA087","INC","86860","2013-03-27T04:00:00Z","Gran Canaria","","Spain","","D-ABOC","FALSE","None","","None","0","0","0","","","28.149999","-15.416666","Boeing Company","Boeing 757-300","AIR","","","FALSE","2","SCHD","","NUSC","None","","Not Provided by Authority","N/A","FALSE","","",
"ENG13RA018","INC","86498","2013-03-24T19:06:00Z","Jeddah","","Saudi Arabia","","9M-MPM","FALSE","None","2020-11-03T05:00:00Z","None","0","0","0","","","0","0","BOEING","","AIR","JED","King Abdulaziz Intl Airport","FALSE","","SCHD","","129","Minor","","","N/A","FALSE","","",
"WPR13CA162","ACC","86502","2013-03-19T13:48:00Z","Mesa","Arizona","United States","","N47964","FALSE","DirectorBrief","2013-07-18T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during the landing roll.","","33.45639","-111.723609","BOEING","B75N1","AIR","FFZ","Falcon Field Airport","FALSE","1","","PERS","091","Substantial","VMC","Arizona Wing Commemorative Air Force","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=86502","5/7/2013 1:56:00 PM",
"DCA13WA167","INC","88360","2013-03-08T13:06:00Z","Quetta","","Pakistan","","AP-BFT","FALSE","None","2020-11-03T05:00:00Z","None","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","","","","","Minor","","","N/A","FALSE","","",
"DCA13CA065","ACC","86416","2013-03-07T21:21:00Z","Atlanta","Georgia","United States","","N698DL","FALSE","DirectorBrief","2014-02-26T05:00:00Z","None","0","0","0","the pilot's failure to maintain correct airspeed and pitch attitude at touchdown.","","33.636665","-84.42778","BOEING","757-232","AIR","KATL","Hartsfield/Jackson","FALSE","2","SCHD","","121","Substantial","VMC","DELTA AIR LINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=86416","1/31/2014 1:24:00 PM",
"DCA13WA113","INC","87312","2013-03-01T05:00:00Z","London","","United Kingdom","","G-CELS","FALSE","None","2020-11-03T05:00:00Z","None","0","0","0","","","0","0","BOEING","737-300","AIR","","London Gatwick","FALSE","","","","","","","","N/A","FALSE","","",
"DCA13WA060","INC","86319","2013-02-27T00:32:00Z","Keflavik","","Iceland","","TF-FIJ","FALSE","None","2020-11-03T05:00:00Z","None","0","0","0","","","0","0","BOEING","757","AIR","","","FALSE","","SCHD","","NUSC","None","","ICELANDAIR EHF","N/A","FALSE","","",
"ENG13IA016","INC","86302","2013-02-25T05:00:00Z","Dallas","Texas","United States","","B18701","TRUE","DirectorBrief","2013-11-20T05:00:00Z","None","0","0","0","Fuel leaking from a fractured fuel manifold feeder line that ignited on contact with the engine’s hot compressor rear frame, which resulted in an engine undercowl fire. The fuel manifold feeder line failed due to high amplitude fatigue because the fuel manifold resonance frequencies were within the engine operation range. Contributing to the incident was that the engine was overhauled about the same time as the most current fuel manifold configuration that addressed the high amplitude fatigue failure mode was introduced, thus it was not installed on the engine.","","32.901943","-97.041946","BOEING","747","AIR","","","FALSE","4","SCHD","","129","Minor","Unknown","China Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=86302","11/12/2013 4:51:00 PM",
"DCA13WA070","INC","86583","2013-02-25T02:00:00Z","Brisbane","","Australia","","VH-VYE","FALSE","None","","None","0","0","0","","","0","0","Boeing","737","AIR","","Brisbane","FALSE","","SCHD","","NUSC","None","","Virgin Australia","N/A","FALSE","","",
"WPR13LA131","ACC","86270","2013-02-19T17:00:00Z","Pacific Ocean","","Unknown","","N174UA","FALSE","DirectorBrief","2015-12-14T05:00:00Z","Serious","0","1","0","The flight’s encounter with moderate clear air turbulence while en route, which resulted in a serious injury to a flight attendant. Contributing to the accident was the lack of communication equipment in the rest compartment, which, if installed, could have alerted the cabin crewmembers that the seatbelt sign was on.","","20.228055","-139.203048","BOEING","747-422","AIR","SFO","San Francisco International Ai","FALSE","4","SCHD","","121","None","VMC","United Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=86270","11/12/2015 2:01:00 PM",
"DCA13WA054","INC","86202","2013-02-04T00:20:00Z","Seoul","","Republic Of Korea","","HL7780","FALSE","None","","None","0","0","0","","","0","0","Boeing","737","AIR","","Gimpo","FALSE","2","SCHD","","NUSC","Minor","","Jeju Air","N/A","FALSE","","",
"DCA13LA039","ACC","86048","2013-01-17T19:42:00Z","Miami","Florida","United States","","F-GZNI, LV-BMT","FALSE","DirectorBrief","2020-04-07T04:00:00Z","None","0","0","0","LV-BMT flight crew's incorrect evaluation of the clearance between the two aircraft, leading to the inadvertent collision of the left winglet with the horizontal stabilizer and elevator of F-GNZI. Contributing to the accident were the incorrect instructions given by the Miami Gates controller to the LV-BMT flight crew.","","25.790277","-80.275001","BOEING, AIRBUS","777 - 300, A340 - 300","AIR,AIR","MIA","Miami Intl","FALSE,FALSE",",4","SCHD",",","129,129","Substantial,Minor","VMC","Air France,Aerolineas Argentinas S.A.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=86048","4/7/2020 5:27:00 PM",
"DCA13RA038","INC","86030","2013-01-16T01:47:00Z","Takamatsu","","Japan","","JA804A","FALSE","None","2020-11-03T05:00:00Z","Minor","0","0","4","","","0","0","BOEING","787","AIR","","Takamatsu","FALSE","2","SCHD","","129","Minor","","All Nippon Airways","N/A","FALSE","","",
"DCA13IA037","INC","85973","2013-01-07T12:30:00Z","Boston","Massachusetts","United States","AIR1401","JA829J","TRUE","Report","2015-08-05T04:00:00Z","None","0","0","0","an internal short circuit within a cell of the auxiliary power unit (APU) lithium-ion battery, which led to thermal runaway that cascaded to adjacent cells, resulting in the release of smoke and fire. The incident resulted from Boeing's failure to incorporate design requirements to mitigate the most severe effects of an internal short circuit within an APU battery cell and the Federal Aviation Administration's failure to identify this design deficiency during the type design certification process.","","42.363056","-71.006385","BOEING","787","AIR","BOS","Gen Edward Lawrence Logan Intl","FALSE","","SCHD","","129","Minor","VMC","JAPAN AIRLINES INTERNATIONAL CO LTD","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=85973","4/23/2013 12:30:00 PM",
"ENG13WA010","INC","85911","2012-12-31T05:00:00Z","Seoul, South Korea","","Republic Of Korea","","N206UA","FALSE","None","2020-11-03T05:00:00Z","None","0","0","0","","","0","0","BOEING","777-222","AIR","ICN","Incheon International Airport","FALSE","2","SCHD","","121","None","","UNITED AIR LINES INC","N/A","FALSE","","",
"DCA13WA160","INC","88138","2012-12-02T05:25:00Z","Shannon","","Ireland","","G-VIIK","FALSE","None","","None","0","0","0","","","0","0","BOEING COMPANY","BOEING 777-236","AIR","","","FALSE","2","SCHD","","NUSC","Minor","","BRITISH AIRWAYS PLC","N/A","FALSE","","",
"CEN13LA068","ACC","85648","2012-11-20T19:00:00Z","San Antonio","Texas","United States","","N56226","FALSE","DirectorBrief","2014-01-13T05:00:00Z","Minor","0","0","1","A partial loss of engine power during takeoff, likely due to the accumulation of carburetor ice.","","29.284721","-98.498054","BOEING","A75L3","AIR","74R","Horizon","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=85648","11/19/2013 3:16:00 PM",
"DCA13WA020","INC","85584","2012-11-13T07:20:00Z","Johannesburg","","South Africa","","ZS-TOG","FALSE","None","2020-11-03T05:00:00Z","None","0","0","0","","","0","0","BOEING","MD-82","AIR","FAJS","Tambo","FALSE","","SCHD","","NUSC","Minor","","Global Aviation","N/A","FALSE","","",
"ERA13LA054","ACC","85572","2012-11-10T12:55:00Z","Williamson","Georgia","United States","","N678AD, N1370V","FALSE","DirectorBrief","2014-01-13T05:00:00Z","None","0","0","0","The inadequate visual lookout by the pilots of both airplanes, which resulted in a midair collision.","","33.161109","-84.361114","VANS AIRCRAFT INC, BOEING","RV-12, E75","AIR,AIR","GA2","Peach State","FALSE,FALSE","1,1","","PERS,PERS","091,091","Substantial,Substantial","VMC",",","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=85572","11/20/2013 7:45:00 PM",
"ENG13RA006","INC","85571","2012-11-07T20:00:00Z","Mumbai, India","","India","","A6-EBO","FALSE","None","2020-11-03T05:00:00Z","None","0","0","0","","","0","0","BOEING","777","AIR","","","FALSE","2","","UNK","NUSN","Minor","","Emirates","N/A","FALSE","","",
"ENG13IA005","INC","85533","2012-11-06T21:00:00Z","Atlanta","Georgia","United States","","N908DE","FALSE","DirectorBrief","2015-01-13T05:00:00Z","None","0","0","0","The  4th stage turbine blade separation that resulted in an uncontained release of low pressure turbine blade material was Delta Air Lines' repair process for the turbine blades' tip shrouds.  It was not possible to identify the part of the repair process that led to the premature wear of the blade's tip shoud and subsequent separation.","","33.631443","-84.432539","BOEING","MD-88","AIR","","","FALSE","2","SCHD","","121","None","Unknown","DELTA AIR LINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=85533","1/13/2015 5:09:00 PM",
"DCA13WA029","INC","85797","2012-11-01T01:00:00Z","Pontianak","","Indonesia","","PK-LIF","FALSE","None","","None","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","","SCHD","","NUSC","Minor","","Lion Air","N/A","FALSE","","",
"DCA13WA015","INC","85445","2012-10-24T22:50:00Z","Brasilia","","Brazil","","PR-WJD","FALSE","None","2020-11-03T05:00:00Z","None","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","","","","UNK","None","","Webjet","N/A","FALSE","","",
"DCA13WA007","ACC","85403","2012-10-19T17:45:00Z","Pontianak","","Indonesia","","PK-CKN","FALSE","None","2020-11-03T05:00:00Z","None","0","0","0","","","0","0","Boeing","737","AIR","WIOO","Pontianak","TRUE","","SCHD","","NUSC","Minor","IMC","Sriwijaya Air","N/A","FALSE","","",
"WPR13CA016","ACC","85360","2012-10-16T19:30:00Z","Las Vegas","Nevada","United States","","N625SW","FALSE","DirectorBrief","2013-01-22T05:00:00Z","Serious","0","1","0","The flight attendant's encounter with an unseen obstruction in the aisle, which resulted in a fall.","","36.080001","-115.152221","BOEING","737-3H4","AIR","KLAS","Las Vegas","FALSE","2","SCHD","","121","None","VMC","Southwest Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=85360","11/14/2012 5:15:00 PM",
"DCA13RA001","ACC","85318","2012-10-14T04:00:00Z","Antalya","","Turkey","","TC-TJK","FALSE","None","2020-11-03T05:00:00Z","Serious","0","2","1","","","0","0","BOEING","737","AIR","","","FALSE","","SCHD","","129","Substantial","","Corendon Airlines","N/A","FALSE","","",
"DCA13WA177","INC","93452","2012-10-13T10:00:00Z","Tabing","","Indonesia","","PK-CJT","FALSE","None","","None","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","","","","","None","","","N/A","FALSE","","",
"ENG15WA014","INC","90879","2012-10-05T17:10:00Z","Incheon","","Republic Of Korea","","HL8207","FALSE","None","","None","0","0","0","","","0","0","BOEING","737 - 73V","AIR","","","FALSE","","SCHD","","","None","","Easter Jet","N/A","FALSE","","",
"CEN13LA004","ACC","85253","2012-10-04T21:10:00Z","Milwaukee","Wisconsin","United States","","N894AT","FALSE","DirectorBrief","2013-01-22T05:00:00Z","None","0","0","0","An obstruction (a sleeve of cups) that lodged under the catering truck brake pedal, which prevented the driver from stopping the truck before it struck the parked airplane.","","42.941387","-87.891387","BOEING","717-200","AIR","KMKE","General Mitchell International","FALSE","2","SCHD","","121","Substantial","VMC","Southwest Airlines, Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=85253","11/13/2012 1:14:00 PM",
"WPR12CA427","ACC","85090","2012-09-18T18:00:00Z","Lincoln","California","United States","","N4777V","FALSE","DirectorBrief","2012-12-19T05:00:00Z","None","0","0","0","The pilot's failure to maintain directional control during the landing roll, which resulted in a ground loop.","","38.909168","-121.351387","BOEING","A75N1(PT17)","AIR","KLHM","Lincoln Regional Airport","FALSE","1","","PERS","091","Substantial","VMC","JUDD DONALD C","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=85090","10/12/2012 5:00:00 PM",
"DCA12WA146","ACC","85038","2012-09-13T23:30:00Z","Sao Paulo","","Brazil","","N173DZ","FALSE","None","2020-11-03T05:00:00Z","None","0","0","0","","","-23.426585","-46.479916","BOEING","767-332","AIR","","","FALSE","2","SCHD","","121","Substantial","","DELTA AIR LINES INC","N/A","FALSE","","",
"DCA12RA148","INC","85065","2012-09-11T04:09:00Z","Shanghai","","China","","VQ-BLR","FALSE","None","","None","0","0","0","","","0","0","BOEING","747-8F","AIR","","","FALSE","4","SCHD","","NUSC","Minor","","Air Bridge Cargo Airlines, LLC","N/A","FALSE","","",
"DCA12WA144","INC","85022","2012-09-09T18:48:00Z","Melbourne","","Australia","","N409MC","FALSE","None","2020-11-03T05:00:00Z","None","0","0","0","","","0","0","BOEING","747-47UF","AIR","","","FALSE","4","NSCH","","121","None","","ATLAS AIR INC","N/A","FALSE","","",
"DCA12WA145","INC","85031","2012-09-07T06:40:00Z","Gran Canaria","","Spain","","EI-EKV","FALSE","None","2020-11-03T05:00:00Z","None","0","0","0","","","0","0","BOEING","737-800","AIR","","","FALSE","","","","","None","","Ryanair","N/A","FALSE","","",
"DCA12RA143","INC","84966","2012-09-05T04:00:00Z","Mexico City","","Mexico","","XA-JOY","FALSE","None","2020-11-03T05:00:00Z","None","0","0","0","","","0","0","BOEING","737","AIR","MEX","Mexico Intl","FALSE","","SCHD","","NUSC","Minor","","Aeromexico","N/A","FALSE","","",
"DCA12WA131","INC","84861","2012-08-27T16:12:00Z","London","","United Kingdom","","N642UA","FALSE","None","","None","0","0","0","","","0","0","BOEING","767","AIR","","","FALSE","","SCHD","","121","None","","UNITED AIR LINES INC","N/A","FALSE","","",
"DCA12WA140","INC","84935","2012-08-20T20:48:00Z","Jeddah","","Saudi Arabia","","YI-AQQ, TF-AME","FALSE","None","2020-11-03T05:00:00Z","None","0","0","0","","","0","0","BOEING, BOEING","747-400, 747-300","AIR,AIR","OEJN","King Abdulaziz International","FALSE,FALSE",",","",",",",","Minor,Minor","","Iraqi Airways,Air Atlanta","N/A","FALSE","","",
"WPR12CA372","ACC","84822","2012-08-18T07:39:00Z","Mesa","Arizona","United States","","N47964","FALSE","DirectorBrief","2012-11-26T05:00:00Z","None","0","0","0","The pilot's failure to maintain directional control while landing in a crosswind.","","33.460834","-111.728332","BOEING","B75N1","AIR","KFFZ","Falcon Field","FALSE","1","","PERS","091","Substantial","VMC","American Airpower Heritage Flying Museum","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=84822","9/21/2012 12:07:00 AM",
"DCA12WA127","INC","84719","2012-08-18T00:00:00Z","London","","United Kingdom","","9M-MPL","FALSE","None","2020-11-03T05:00:00Z","None","0","0","0","","","0","0","BOEING","747-400","AIR","","","FALSE","","","","","None","","","N/A","FALSE","","",
"DCA12WA125","INC","84696","2012-08-08T15:48:00Z","Tenerife Sur","","Spain","","G-LSAH","FALSE","None","2020-11-03T05:00:00Z","None","0","0","0","","","0","0","BOEING","757-200","AIR","","","FALSE","","","","","None","","Jet2","N/A","FALSE","","",
